Supplementary Table S6: gene expression profile (FPKM) of mouse across 17 tissues																																																																						
gene_id	gene_short_name	gene_type	mAg_F_815	mAg_F_831	mAg_M_783	mAg_M_799	mBr_F_812	mBr_F_828	mBr_F_848	mBr_F_850	mBr_M_780	mBr_M_796	mBr_M_844	mBr_M_846	mFs_F_823	mFs_F_839	mFs_M_791	mFs_M_807	mHe_F_818	mHe_F_834	mHe_M_786	mHe_M_802	mKi_F_814	mKi_F_830	mKi_M_782	mKi_M_798	mLi_F_813	mLi_F_829	mLi_F_849	mLi_F_851	mLi_M_781	mLi_M_797	mLi_M_845	mLi_M_847	mLin_F_825	mLin_F_841	mLin_M_793	mLin_M_809	mLu_F_817	mLu_F_833	mLu_M_785	mLu_M_801	mMu_F_826	mMu_F_842	mMu_M_794	mMu_M_810	mOv_F_820	mOv_F_836	mSin_F_824	mSin_F_840	mSin_M_792	mSin_M_808	mSp_F_816	mSp_F_832	mSp_M_784	mSp_M_800	mSt_F_822	mSt_F_838	mSt_M_790	mSt_M_806	mTe_M_788	mTe_M_804	mTh_F_819	mTh_F_835	mTh_M_787	mTh_M_803	mUt_F_827	mUt_F_843	mVg_M_795	mVg_M_811
ENSMUSG00000081512	Gm15821	protein_coding	0.6526	1.2943	1.8729	1.8791	0	0.1529	0.2389	0.2525	0.407	0.1257	0.5339	0.1197	0.5528	0.5028	0.5265	0.698	0.7144	0.532	0.8274	0.9102	0.4202	0.1673	0.4075	0.1228	0	0.3238	0.112	0.6118	0.3105	0.2202	0.1105	0.3964	1.5696	1.1666	1.0066	0.9212	2.346	1.3057	2.5678	1.8119	0.1226	0.5012	0.7019	0.4425	1.4968	1.9603	1.1431	1.0218	0.8468	1.5714	5.3957	5.3476	5.8517	3.0385	0.2364	0.7717	0.8067	0.1521	0.1402	0.1715	9.4011	9.5281	10.445	10.424	1.9303	1.499	0.2597	0.2307
ENSMUSG00000081513	Gm11623	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2425	0	0	0	0	0	0	0	0	0
ENSMUSG00000081514	Gm14673	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081515	Gm12311	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081516	Gm12470	processed_pseudogene	0	0	0	0	0	0	0	0.1562	0.1667	0	0	0	0	0	0	0	0	0.1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1306	0	0	0	0.1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081517	Gm16204	processed_pseudogene	0	0	0	0	0	0.0692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081518	Gm12084	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081519	Gm13331	processed_pseudogene	5.505	7.3159	5.8241	11.3627	3.3258	4.654	2.8772	2.9113	6.2221	4.2902	6.9432	5.1015	4.5235	3.4409	3.46	5.558	2.5694	5.5183	5.2124	2.7197	3.1678	3.0829	2.616	3.8592	2.9524	1.1038	0.6066	1.7045	2.1879	1.2079	1.6973	2.7149	3.7838	1.8207	4.9635	9.6169	9.5798	6.4466	12.5624	7.0894	6.3293	6.165	6.2585	4.6574	9.2231	8.2055	4.0206	3.0565	1.8741	4.1951	4.8407	6.2098	10.0651	5.3529	3.0244	3.1907	4.3031	3.0811	3.1857	5.9141	12.303	11.0805	7.6294	11.4652	5.1312	6.6936	0.9914	1.9636
ENSMUSG00000081520	Gm16200	processed_pseudogene	0	0	0	0.724	0	0	0	0	0	0.7529	0	0	0.7342	0	0	0.6288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669	0	0	0.5977	0	0	0	1.0872	0.755	0	0.6171	0	0	0	0	0.7727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7881	0.6493	0	0	0	0
ENSMUSG00000081522	Gm13170	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081523	Gm13058	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081524	Gm11658	processed_pseudogene	0	0	0	0	0	0	0	0	0	0.1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1489	0	0	0	0	0	0	0	0	0	0	0.1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2041	0	0	0	0	0	0
ENSMUSG00000081525	Gm13325	processed_pseudogene	0	0	0	0	0	0	0.1889	0.192	0	0	0.2103	0.1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081526	Gm7219	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081528	Gm12924	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081529	Gm14884	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081530	Gm12646	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081531	Vmn1r-ps113	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1853	0	0	0	0	0
ENSMUSG00000081532	Gm15781	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0.7401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081533	Gm15111	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081534	Slc48a1	protein_coding	47.4987	48.5008	59.3018	65.1315	51.383	51.7843	52.9859	48.8877	53.7655	51.1636	51.6013	51.4228	49.77	35.3425	38.1357	45.5501	18.4989	22.5825	26.6304	34.0807	62.8419	59.117	62.9421	55.5963	14.1262	11.2827	13.5176	15.4061	12.1681	12.8295	11.7591	14.9766	12.6317	18.0892	19.3276	19.3957	53.0127	56.2151	47.0693	62.4193	23.9477	23.2235	22.3796	26.4804	47.259	37.7432	7.5759	7.8176	6.6513	4.9732	46.9981	56.2963	58.5516	74.7787	25.3351	23.284	20.0571	20.0586	9.1374	11.1785	21.4206	21.7421	18.1455	19.6052	19.5423	26.1499	15.0984	13.7677
ENSMUSG00000081536	Gm15193	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081537	Gm15235	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081538	Rps13-ps8	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081539	Gm11990	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1743	0.4126	0	0	0	0	0	0	0	0
ENSMUSG00000081540	Gm12538	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081541	Gm13940	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081542	Gm12512	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081543	Gm12733	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081544	Gm13077	processed_pseudogene	0	0.3517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081546	Gm14927	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081547	Gm11553	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081548	Gm11692	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	0	0
ENSMUSG00000081550	Gm15877	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1878	0.2185	0	0	0	0	0	0	0	0
ENSMUSG00000081551	Gm14654	processed_pseudogene	0.5239	0.3843	2.0636	0.4426	0	2.5429	0.4162	1.2939	0	0.8997	0	0.8152	0.9039	0	0.8942	1.5487	0.4771	0.365	0.6246	0.3066	1.383	0	0.933	0.4526	0.4344	0.7806	0	1.1682	0.7991	0.4388	0.4104	0.7371	0.8415	0.8824	0.3598	1.4542	0.4076	0.5583	0.7259	0.3364	0.5473	0.5801	0	0	3.5508	4.0602	0.3533	0.4766	0.7115	0	2.5108	0.794	0.8163	0.4154	0.3833	1.2421	1.6705	0	0.5027	0	0.4401	0.6105	0	0.79	0.4401	0	0.4161	0
ENSMUSG00000081552	Gm12328	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	2.3789	0	0	0	0	1.9615	0	0	0	1.4096	0	0	0	0	0	0	0	0	0	0	0	0	2.1465	0	1.8809	0	0	0	0	0	0	0	0	1.4997	2.4291	0	0	0	0	1.8506	0	0	0	2.1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081553	Ccdc50-ps	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1553	0	0	0	0	0	0	0	0
ENSMUSG00000081555	Gm6427	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189	0	0	0	0	0	0	0	0
ENSMUSG00000081556	Gm15778	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1907	0	0	0	0
ENSMUSG00000081557	Gm5697	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473	0	0	0	0	0	0.0501	0.0608	0.0513	0.0501	0	0	0.049	0.0906	0	0	0	0	0	0	0	0	0	0	0	0.0383	0	0	0	0	0	0.3165	0	0	0	0	0	0	0	0	0	0	0	0	0.5449	0.5683	0	0	0.0527	0	0	0	0	0
ENSMUSG00000081559	Gm12411	processed_pseudogene	0.4077	0.3048	0.6468	1.0495	0.4117	0.8156	0.3301	0.6865	0.3824	0.3636	1.0949	0.325	1.3922	0.4149	0.3407	0.8808	0.3402	0.5207	0.2236	0.8759	0	0.4397	0.3679	0.3572	0	0.305	0.3227	0	0	0	0.3214	0.869	0.6353	1.0205	2.2042	1.9529	0.6397	0.4422	3.1203	1.5734	0.3183	0.3184	0	0.2242	1.3692	0.8879	0	0.7411	0.5593	0.8223	2.5462	0.9123	1.5536	2.5323	0	0.4739	0.4395	0.7538	0.3871	0.4654	0.6657	1.3821	0.3683	1.5105	0.6572	0.8485	2.4194	0.9283
ENSMUSG00000081560	Gm9218	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081561	Gm12425	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081562	Gm11575	processed_pseudogene	0	1.9292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9659	0	0	0	0
ENSMUSG00000081563	Gm12635	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081564	Gm13717	processed_pseudogene	0	0.4365	0.4728	0	0	0.5656	0	0	0	0	0	0	0.486	0	0.4789	0.4237	0	0	0	0	0	0.6267	0	0.5138	0	0	0	0	0	0	0	0	0	0.9865	0	0	0.9138	0.9174	0	0.374	0.5196	0	0	0.3688	0	0.6356	0	0	0	0	0	0	0.4398	0.438	0.4194	0	0	0.5232	0.5516	0	0.9694	1.98	0.5269	1.309	0.9518	0	0	0
ENSMUSG00000081565	Rps12-ps5	processed_pseudogene	0	0	0	0.523	0	0	0	0	0	0	0	0	0	0.6393	0	0	1.0842	0	0.3522	0.3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4139	0.4219	0.4985	0	0.4418	0	0	0.5668	0	0	0.5397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4373	0.5689	0	0	0.6616	0	0
ENSMUSG00000081566	Gm13756	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081567	Gm14838	processed_pseudogene	0	0	0	0	0	1.5723	0	0	0	0	0	1.3833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081568	Gm15032	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081569	Gm12490	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5284	0	0	0	0	0	0.987	0.2359	0	0.9737	0	0	0	0	0	0	0.7723	1.0593	0	0	0	0	0	0
ENSMUSG00000081570	Gm12192	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9815	0	0	0	0	0	0
ENSMUSG00000081571	Gm12125	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081572	Gm14138	processed_pseudogene	0	0	0	0	0.2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2034	0	0	0	0.2089	0	0.3366	0	0	0.1695	0.3188	0	0	0	0	0	0.2748	0	0	0	0	0.1952	0	0	0	0	0.2809	0	0	0	0	0	0	0.2235	0.184	0	0	0.2082	0
ENSMUSG00000081573	Gm15164	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081574	Gm14429	unprocessed_pseudogene	0.0813	0.1317	0.0721	0	0	0	0.0761	0.0755	0	0.1637	0	0.2917	0.1384	0	0	0.1891	0.1758	0	0.1829	0.1197	0.0725	0	0.0769	0	0.2126	0	0.1604	0.2254	0.0707	0.0827	0.0764	0.3615	0.0698	0.2295	0	0.1935	0	0.1349	0.1213	0.1147	0	0	0.146	0	0.0699	0	0	0	0	0.0604	0	0.0654	0	0	0.1202	0.0938	0.0898	0.2206	0.1646	0.4679	0.1438	0.1907	0	0.1934	0.0701	0.2736	0.0687	0
ENSMUSG00000081575	Gm12090	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1753	0	0	0	0	0	0	0.2305	0	0	0	0	0	0	0	0	0	0	0	0	0.1476	0	0.1708	0	0	0.1412	0	0	0	0	0	0	0.1468	0	0	0	0	0	0	0	0	0	0	0	0.2001	0	0	0.2418	0	0	0	0	0	0
ENSMUSG00000081576	Gm11279	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081577	Gm13455	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081578	Gm12611	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2835	0.1316	0	0.1471	0.1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1295	0	0	0	0
ENSMUSG00000081579	Gm11909	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081580	Gm14129	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081581	Mup-ps27	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081583	Gm14769	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6397	0	0	0	0.2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081584	Gm12716	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2311	0	0	0	0	0	0	0	0	0
ENSMUSG00000081585	Gm12926	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8663	0	0	0	0	0	0	0	0	0	0	0	0.4892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081586	Gm11544	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081587	Gm14926	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081588	Gm11661	transcribed_processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1049	0	0	0	0	0	0.1074	0	0	0	0	0	0	0	0.0875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1387	0	0	0	0	0	0	0	0
ENSMUSG00000081589	Gm14353	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081590	Gm14413	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081591	Gm13440	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
